,Date,Open,High,Low,Close,Adj Close,Volume
0,2020-03-16,12.0,13.0,12.0,12.75,12.598919,2400
1,2020-03-23,12.75,16.0,11.5,14.55,14.37759,696900
2,2020-03-30,15.25,17.25,12.12,16.92,16.719507,86571000
3,2020-04-06,17.059999,17.15,13.73,14.78,14.604865,144989300
4,2020-04-13,14.5,14.5,12.26,13.74,13.577188,101919800
5,2020-04-20,13.5,16.67,13.475,16.25,16.057446,78423600
6,2020-04-27,16.17,18.08,15.975,16.77,16.571283,67514400
7,2020-05-04,16.15,18.4,15.43,18.360001,18.142443,66792900
8,2020-05-11,18.43,18.75,15.72,16.709999,16.511995,43145100
9,2020-05-18,17.299999,19.860001,17.15,19.049999,18.824268,42031700
10,2020-05-25,19.610001,20.98,18.879999,20.469999,20.227442,57774900
11,2020-06-01,20.549999,24.4,20.549999,23.559999,23.280827,40123100
12,2020-06-08,23.629999,24.379999,20.0,21.540001,21.284761,37730100
13,2020-06-15,20.719999,22.98,20.629999,21.450001,21.195827,38831100
14,2020-06-22,21.52,23.24,20.591,20.969999,20.721516,46270200
15,2020-06-29,21.08,23.219999,21.0,22.91,22.721836,30017400
16,2020-07-06,23.129999,26.059999,23.129999,24.889999,24.685572,34241900
17,2020-07-13,25.139999,26.99,23.26,26.48,26.262512,29629900
18,2020-07-20,26.219999,27.629999,26.065001,26.58,26.361692,25437800
19,2020-07-27,26.5,27.719999,25.6,27.24,27.01627,44291700
20,2020-08-03,27.24,29.030001,27.01,28.969999,28.732061,19802000
21,2020-08-10,29.02,30.32,28.91,29.52,29.277546,20806600
22,2020-08-17,29.5,30.184999,28.75,29.52,29.277546,18144500
23,2020-08-24,29.76,31.24,29.74,30.299999,30.05114,17502100
24,2020-08-31,30.190001,30.950001,28.83,30.0,29.753603,19123400
25,2020-09-07,29.35,30.344999,28.58,29.24,28.999846,23152900
26,2020-09-14,29.4,31.200001,28.83,30.790001,30.537115,26031900
27,2020-09-21,30.290001,30.77,28.790001,30.49,30.23958,19700400
28,2020-09-28,30.75,31.559999,30.08,31.23,30.973499,25158900
29,2020-10-05,31.639999,32.549999,31.450001,32.23,31.965288,14714900
30,2020-10-12,32.59,33.470001,32.009998,32.759998,32.490936,16695300
31,2020-10-19,32.799999,34.959999,32.07,34.93,34.643112,21444000
32,2020-10-26,34.450001,34.880001,32.759998,33.389999,33.115757,34405700
33,2020-11-02,34.0,39.029999,33.869999,38.950001,38.723125,31306600
34,2020-11-09,40.740002,41.299999,37.580002,38.290001,38.066971,31099200
35,2020-11-16,39.240002,41.48,38.209999,38.540001,38.315514,31879000
36,2020-11-23,39.0,39.564999,37.459999,37.810001,37.589767,23457800
37,2020-11-30,37.75,38.939999,36.560001,37.700001,37.480404,44289000
38,2020-12-07,37.549999,38.470001,36.610001,37.16,36.94355,19181000
39,2020-12-14,37.5,38.865002,36.52,38.790001,38.56406,28902200
40,2020-12-21,38.0,38.720001,37.799999,37.889999,37.6693,9902400
41,2020-12-28,38.110001,39.43,36.68,37.720001,37.617477,12106200
