,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-01-01,43.130001,44.080002,42.349998,43.849998,37.568611,10124900.0
1,2016-01-08,43.880001,44.049999,42.860001,43.709999,37.448677,9931400.0
2,2016-01-15,43.119999,44.0,41.5,42.130001,36.095005,11833000.0
3,2016-01-22,42.349998,44.099998,42.099998,43.849998,37.568611,8665900.0
4,2016-01-29,44.299999,47.900002,44.080002,46.529999,39.864719,14415600.0
5,2016-02-05,46.18,46.939999,45.34,45.369999,38.870884,11736500.0
6,2016-02-12,45.310001,46.59,44.84,46.279999,39.650532,8838500.0
7,2016-02-19,45.810001,48.220001,45.099998,48.130001,41.235523,13065400.0
8,2016-02-26,47.84,47.900002,45.560001,47.0,40.267387,10730700.0
9,2016-03-04,46.779999,48.41,46.52,47.939999,41.072735,9354600.0
10,2016-03-11,47.970001,49.029999,47.540001,48.900002,42.274658,8032100.0
11,2016-03-18,49.029999,49.419998,48.16,49.25,42.577244,8610000.0
12,2016-03-25,49.490002,50.16,48.919998,50.099998,43.312084,6349000.0
13,2016-04-01,50.099998,51.060001,49.009998,49.16,42.499443,9676000.0
14,2016-04-08,49.400002,51.0,48.060001,48.349998,41.799183,11460100.0
15,2016-04-15,48.52,49.27,46.290001,46.470001,40.173904,6399300.0
16,2016-04-22,46.619999,47.720001,46.389999,47.689999,41.228603,8824700.0
17,2016-04-29,47.450001,49.27,47.080002,48.880001,42.25737,9777900.0
18,2016-05-06,48.830002,49.0,47.349998,48.119999,41.600346,11561000.0
19,2016-05-13,48.119999,48.330002,46.299999,47.349998,40.934669,11390000.0
20,2016-05-20,47.490002,48.139999,46.650002,47.830002,41.349644,8034600.0
21,2016-05-27,47.779999,49.740002,47.619999,49.099998,42.447563,13609500.0
22,2016-06-03,49.580002,50.939999,49.27,50.889999,43.995049,8411200.0
23,2016-06-10,50.740002,51.400002,50.450001,51.200001,44.642502,7777500.0
24,2016-06-17,51.02,51.599998,50.669998,51.5,44.904079,6515800.0
25,2016-06-24,51.740002,53.59,50.849998,53.580002,46.717686,10126900.0
26,2016-07-01,53.77,54.080002,52.470001,52.650002,45.906799,9843300.0
27,2016-07-08,52.419998,53.18,50.650002,52.240002,45.549309,7761500.0
28,2016-07-15,52.34,52.73,51.68,52.240002,45.549309,6223800.0
29,2016-07-22,52.240002,52.970001,51.259998,52.150002,45.470821,6142800.0
30,2016-07-29,52.169998,52.66,51.369999,51.84,45.200535,6968200.0
31,2016-08-05,51.98,52.25,50.709999,51.02,44.485554,6238600.0
32,2016-08-12,51.23,51.490002,49.34,51.349998,44.773293,7346600.0
33,2016-08-19,51.240002,51.259998,49.950001,50.439999,43.979836,5958200.0
34,2016-08-26,50.490002,50.75,49.080002,49.150002,42.855057,6587400.0
35,2016-09-02,49.150002,50.240002,49.02,49.849998,43.465412,5723900.0
36,2016-09-09,49.439999,49.509998,47.790001,48.650002,42.785267,8333900.0
37,2016-09-16,48.540001,51.470001,48.240002,51.41,45.212547,8150100.0
38,2016-09-23,51.220001,51.91,49.290001,49.599998,43.620743,7810800.0
39,2016-09-30,49.73,49.950001,47.029999,47.59,41.85305,12246100.0
40,2016-10-07,47.98,48.419998,46.84,48.040001,42.248802,8108500.0
41,2016-10-14,47.82,48.990002,47.669998,48.619999,42.758888,5744500.0
42,2016-10-21,48.360001,49.220001,48.16,48.740002,42.864414,5162800.0
43,2016-10-28,48.82,50.25,48.240002,49.07,43.15464,7611400.0
44,2016-11-04,49.950001,51.459999,47.279999,47.799999,42.037731,9142200.0
45,2016-11-11,47.799999,49.52,46.970001,48.509998,42.662132,10887000.0
46,2016-11-18,48.43,49.529999,48.279999,49.07,43.15464,4982100.0
47,2016-11-25,49.220001,51.369999,48.32,48.91,43.013924,7369800.0
