,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-01-01,62.450001,62.580002,56.900002,57.209999,54.407722,1376600.0
1,2016-01-08,57.360001,60.07,56.93,59.810001,56.880356,1455100.0
2,2016-01-15,57.849998,60.66,55.810001,60.040001,57.099094,1596800.0
3,2016-01-22,61.040001,62.459999,59.5,60.380001,57.42244,1338500.0
4,2016-01-29,60.900002,62.82,57.119999,58.259998,55.406292,2300700.0
5,2016-02-05,61.200001,62.490002,55.209999,56.259998,53.50425,2907500.0
6,2016-02-12,56.759998,59.5,55.34,58.119999,55.273136,791300.0
7,2016-02-19,58.209999,59.790001,55.049999,57.849998,55.016354,1402400.0
8,2016-02-26,58.150002,60.900002,58.150002,60.459999,57.498524,1279500.0
9,2016-03-04,60.790001,62.369999,58.009998,59.650002,56.72821,1159300.0
10,2016-03-11,60.110001,61.32,58.740002,60.59,57.622158,1107200.0
11,2016-03-18,60.889999,62.560001,59.310001,61.209999,58.211792,1197800.0
12,2016-03-25,61.57,64.120003,60.25,63.639999,60.522758,1008800.0
13,2016-04-01,63.029999,65.260002,62.5,63.470001,60.559895,1262600.0
14,2016-04-08,63.810001,66.019997,62.950001,65.260002,62.267841,1115300.0
15,2016-04-15,64.980003,65.739998,63.009998,63.41,60.502659,1167600.0
16,2016-04-22,63.169998,66.239998,63.169998,64.190002,61.246891,1072700.0
17,2016-04-29,64.279999,65.5,61.09,61.68,58.851982,2035700.0
18,2016-05-06,61.049999,63.869999,60.060001,60.93,58.13636,1135800.0
19,2016-05-13,60.560001,63.880001,60.02,62.119999,59.271797,1373400.0
20,2016-05-20,62.650002,67.980003,62.650002,67.860001,64.748627,2095500.0
21,2016-05-27,67.660004,68.980003,67.459999,68.690002,65.540573,1151300.0
22,2016-06-03,68.849998,71.050003,68.010002,70.75,67.506104,1043400.0
23,2016-06-10,69.779999,70.099998,67.639999,68.910004,65.750481,1024000.0
24,2016-06-17,69.080002,69.919998,67.019997,69.889999,66.685539,1343000.0
25,2016-06-24,66.400002,68.690002,62.380001,68.32,65.187523,2113800.0
26,2016-07-01,68.18,68.5,65.110001,67.43,64.542274,899200.0
27,2016-07-08,68.099998,71.309998,67.779999,70.610001,67.58609,1133300.0
28,2016-07-15,70.959999,72.959999,70.010002,71.540001,68.47625,1030800.0
29,2016-07-22,71.419998,74.839996,70.769997,73.269997,70.132156,2240200.0
30,2016-07-29,73.279999,73.580002,70.0,72.279999,69.184555,1422900.0
31,2016-08-05,72.809998,74.209999,71.089996,73.370003,70.227882,778800.0
32,2016-08-12,73.110001,74.779999,72.129997,74.290001,71.108475,736400.0
33,2016-08-19,74.220001,76.529999,74.220001,75.290001,72.065643,895600.0
34,2016-08-26,75.800003,77.739998,75.599998,77.660004,74.334152,1475700.0
35,2016-09-02,78.050003,78.449997,75.400002,75.559998,72.324081,6149300.0
36,2016-09-09,74.93,76.129997,71.599998,75.209999,71.989067,2227400.0
37,2016-09-16,75.779999,77.919998,74.610001,77.360001,74.047005,1527100.0
38,2016-09-23,77.07,79.550003,75.610001,78.949997,75.568909,1803000.0
39,2016-09-30,79.269997,80.940002,78.260002,80.309998,77.067223,1993500.0
40,2016-10-07,80.199997,81.370003,76.160004,76.900002,73.794922,1446600.0
41,2016-10-14,77.480003,78.379997,75.839996,76.940002,73.833305,994700.0
42,2016-10-21,76.43,80.779999,75.940002,79.010002,75.819733,894000.0
43,2016-10-28,79.150002,82.589996,75.040001,76.440002,73.353477,2441200.0
44,2016-11-04,76.190002,81.449997,75.559998,77.790001,74.648972,1783900.0
45,2016-11-11,78.139999,81.82,78.139999,81.639999,78.343513,1519700.0
46,2016-11-18,81.660004,84.830002,81.25,84.0,80.608246,1321200.0
47,2016-11-25,83.889999,84.68,75.919998,76.5,73.411057,1626700.0
48,2016-12-02,76.389999,81.029999,75.080002,80.809998,77.547028,1568100.0
49,2016-12-09,81.360001,88.089996,78.620003,84.209999,80.809753,2445800.0
50,2016-12-16,84.589996,86.0,83.190002,84.309998,80.905701,1640400.0
51,2016-12-23,84.559998,85.730003,82.379997,83.220001,79.859726,785700.0
52,2016-12-30,83.300003,84.050003,81.360001,82.760002,79.605576,1279800.0
53,2017-01-06,82.669998,86.349998,82.279999,85.949997,82.673965,1454900.0
